position,person,personID,start,end
President,Askar Akayev,Q489893,1990-10-27,2005-03-24
President,Ishenbai Kadyrbekov,Q24669,2005-03-24,2005-03-25
President,Kurmanbek Bakiyev,Q484816,2005-03-25,2010-04-15
President,Roza Otunbayeva,Q485136,2010-04-07,2011-12-01
President,Almazbek Atambayev,Q24692,2011-12-01,2017-11-24
President,Sooronbay Jeenbekov,Q23810819,2017-11-24,2020-10-15
President,Sadyr Zhaparov,Q25597826,2020-10-16,2020-11-14
President,Talant Mamytov,Q25597831,2020-11-14,2021-01-27
President,Sadyr Zhaparov,Q25597826,2021-01-28,
Chairman of the Cabinet of Ministers (Prime Minister),Amangeldy Muraliyev,Q24678,1999-04-12,2000-12-21
Chairman of the Cabinet of Ministers (Prime Minister),Kurmanbek Bakiyev,Q484816,2000-12-21,2002-05-22
Chairman of the Cabinet of Ministers (Prime Minister),Nikolai Tanayev,Q24671,2002-05-22,2005-03-25
Chairman of the Cabinet of Ministers (Prime Minister),Kurmanbek Bakiyev,Q484816,2005-03-25,2005-06-20
Chairman of the Cabinet of Ministers (Prime Minister),Medetbek Kerimkulov,Q5962220,2005-06-20,2005-07-10
Chairman of the Cabinet of Ministers (Prime Minister),Kurmanbek Bakiyev,Q484816,2005-07-10,2005-08-15
Chairman of the Cabinet of Ministers (Prime Minister),Felix Kulov,Q457980,2005-08-15,2007-01-29
Chairman of the Cabinet of Ministers (Prime Minister),Almazbek Atambayev,Q24692,2007-03-29,2007-11-28
Chairman of the Cabinet of Ministers (Prime Minister),Iskenderbek Aidaraliyev,Q3558114,2007-11-28,2007-12-24
Chairman of the Cabinet of Ministers (Prime Minister),Igor Chudinov,Q466022,2007-12-24,2009-10-21
Chairman of the Cabinet of Ministers (Prime Minister),Daniar Usenov,Q24575,2009-10-21,2010-04-07
Chairman of the Cabinet of Ministers (Prime Minister),Almazbek Atambayev,Q24692,2010-12-17,2011-09-23
Chairman of the Cabinet of Ministers (Prime Minister),Almazbek Atambayev,Q24692,2011-11-14,2011-12-01
Chairman of the Cabinet of Ministers (Prime Minister),Aaly Karashev,Q4214522,2012-09-01,2012-09-05
Chairman of the Cabinet of Ministers (Prime Minister),Zhantoro Satybaldiyev,Q24565,2012-09-05,2014-03-25
Chairman of the Cabinet of Ministers (Prime Minister),Djoomart Otorbaev,Q5285365,2014-03-25,2015-05-01
Chairman of the Cabinet of Ministers (Prime Minister),Temir Sariyev,Q3736573,2015-05-01,2016-04-13
Chairman of the Cabinet of Ministers (Prime Minister),Sooronbay Jeenbekov,Q23810819,2016-04-13,2017-08-22
Chairman of the Cabinet of Ministers (Prime Minister),Muhammetkaliy Abulgaziyev,Q37777535,2017-08-22,2017-08-26
Chairman of the Cabinet of Ministers (Prime Minister),Sapar Isakov,Q29865128,2017-08-26,2018-04-19
Chairman of the Cabinet of Ministers (Prime Minister),Muhammetkaliy Abulgaziyev,Q37777535,2018-04-20,2020-06-15
Chairman of the Cabinet of Ministers (Prime Minister),Kubatbek Boronov,Q96338578,2020-06-17,2020-10-06
Chairman of the Cabinet of Ministers (Prime Minister),Sadyr Zhaparov,Q25597826,2020-10-10,2020-11-14
Chairman of the Cabinet of Ministers (Prime Minister),Ulukbek Maripov,Q105277058,2021-02-03,2021-05-05
Chairman of the Cabinet of Ministers (Prime Minister),Artjom Nowikow,Q101751482,2021-05-05,2021-05-20
Chairman of the Cabinet of Ministers (Prime Minister),Ulukbek Maripov,Q105277058,2021-05-05,2021-10-12
Chairman of the Cabinet of Ministers (Prime Minister),Akylbek Japarov,Q4060344,2021-10-12,
First Deputy Chairman of the Cabinet of Ministers,Arzybek Kozhoshev,Q110087319,2021-10-13,2022-06-16
First Deputy Chairman of the Cabinet of Ministers,Adylbek Kasymaliev,Q112703041,2022-06-16,
Deputy Chairman of the Cabinet of Ministers,Tazhikan Borbugulovna Kalimbetova,Q86685363,2009,2009
Deputy Chairman of the Cabinet of Ministers,Tajikan Kalimbetova,Q111008249,2009-10-21,2010-04-07
Deputy Chairman of the Cabinet of Ministers,Ali Karachev,Q111008250,2009-10-21,2010-04-07
Deputy Chairman of the Cabinet of Ministers,Akylbek Japarov,Q4060344,2009-10-21,2010-04-07
Deputy Chairman of the Cabinet of Ministers,Cholpon Sultanbekova,Q25597827,2016-11-11,2018-04-20
Deputy Chairman of the Cabinet of Ministers,Aida Ismailova,Q97325252,2020-04-01,2021-02-03
Deputy Chairman of the Cabinet of Ministers,Artjom Nowikow,Q101751482,2021-02-03,2021-05-05
Deputy Chairman of the Cabinet of Ministers,Artjom Nowikow,Q101751482,2021-05-05,2021-05-20
Deputy Chairman of the Cabinet of Ministers,Adylbek Kasymaliev,Q112703041,2021-05-14,2022-06-16
Deputy Chairman of the Cabinet of Ministers,Edil Baisalov,Q110086096,2021-10-13,
Deputy Chairman of the Cabinet of Ministers,Aziz Aaliev,Q110086101,2021-10-13,2022-03-28
Deputy Chairman of the Cabinet of Ministers,Kamchybek Tashiev,Q1584976,2021-10-13,
Deputy Chairman of the Cabinet of Ministers,Bakyt Torobayev,Q38459236,2022-03-31,
Minister of Agriculture,Iskenderbek Aydaraliev,Q111008258,2009-10-21,2010-04-07
Minister of Agriculture,Askar Dzhanybekov,Q110086089,2021-10-13,
"Minister of Culture, Information and Tourism",Azamat Zhamankulov,Q110086090,2021-10-13,
Minister of Defence,Baktybek Kalyev,Q111008253,2009-10-21,2010-04-07
Minister of Defence,Taalaibek Omuraliev,Q45228016,2011-12-26,2014-04-04
Minister of Defence,Taalaibek Omuraliev,Q45228016,2021-02-04,2021-09-06
Minister of Defence,Baktybek Bekbolotov,Q110086093,2021-10-13,
Minister of Digital Development,Dastan Dogoev,Q110086091,2021-10-26,2022-01-06
Minister of Digital Development,Talantbek Imanov,Q110553190,2022-01-06,
Minister of Economic Regulation,Jenishbek Baiguttiev,Q111008256,2009-10-21,2010-04-07
Minister of Economics and Commerce,Daniyar Amangeldiev,Q110086098,2021-10-13,
Minister of Economy,Akylbek Japarov,Q4060344,2005-03-26,2007-12-27
Minister of Education and Science,Abdylda Musaev,Q111008266,2009-10-21,2010-04-07
Minister of Education and Science,Bolotbek Kupeshev,Q110086088,2021-10-13,2022-02-15
Minister of Education and Science,Almazbek Beyshenaliev,Q110961613,2022-02-15,
Minister of Emergency Situations,Kamchybek Tashiev,Q1584976,2009-10-21,2010-04-07
Minister of Emergency Situations,Boobek Azhikeev,Q110086100,2021-10-13,
Minister of Energy,Ilyas Davydov,Q111008255,2009-10-21,2010-04-07
Minister of Energy,Doskul Bekmurzaev,Q110086092,2021-10-13,
Minister of Finance,Tazhikan Borbugulovna Kalimbetova,Q86685363,2007,2009
Minister of Finance,Marat Sultanov,Q11340957,2009-10-21,2010-04-07
Minister of Finance,Adylbek Kasymaliev,Q112703041,2015-11,2018-12
Minister of Finance,Almaz Baketaev,Q110086095,2021-10-13,
Minister for Foreign Affairs,Askar Aitmatov,Q4059021,2002-06,2005-03
Minister for Foreign Affairs,Roza Otunbayeva,Q485136,2005,2005
Minister for Foreign Affairs,Alikbek Jekshenkulov,Q4160126,2005-09-01,2007-02-01
Minister for Foreign Affairs,Ednan Karabayev,Q366160,2007-02-01,2009-01-01
Minister for Foreign Affairs,Kadyrbek Sarbayev,Q438079,2009-01-25,2010-04-15
Minister for Foreign Affairs,Ruslan Kazakbayev,Q58312,2010-04-15,2012-09-06
Minister for Foreign Affairs,Erlan Abdyldayev,Q44185879,2012-09-06,2018-10-12
Minister for Foreign Affairs,Chingiz Aidarbekov,Q57776448,2018-10-17,2020-10-15
Minister for Foreign Affairs,Ruslan Kazakbayev,Q58312,2020-10-14,2022-04-22
Minister for Foreign Affairs,Jeenbek Kulubaev,Q111744930,2022-04-22,
Minister of Health,Marat Mambetov,Q111008265,2009-10-21,2010-04-07
Minister of Health,Alymkadyr Beishenaliyev,Q110086094,2021-10-13,2022-06-02
Minister of Internal Affairs,Molodomus Kongantiev,Q111008254,2009-10-21,2010-04-07
Minister of Internal Affairs,Ulan Niyazbekov,Q110086086,2021-10-13,
Minister of Justice,Nurlan Tursunkulov,Q111008251,2009-10-21,2010-04-07
Minister of Justice,Ayaz Baetov,Q110086097,2021-10-13,
"Minister of Labour, Social Security and Migration",Aigul Ryskulova,Q110995536,2009-10-21,2010-04-07
"Minister of Labour, Social Security and Migration",Kudaibergen Bazarbaev,Q110086685,2021-10-13,
"Minister of Natural Resources, Environmental and Technical Supervision",Kapar Kurmanaliev,Q111008259,2009-10-21,2010-04-07
"Minister of Natural Resources, Environmental and Technical Supervision",Dinara Kutmanova,Q108888338,2021-10-13,
Minister of Transport and Communications,Nurlan Sulaimanov,Q111008260,2009-10-21,2010-04-07
Minister of Transport and Communications,Erkinbek Osoev,Q110086085,2021-10-13,
Chairman of the State Committee for National Security,Kamchybek Tashiev,Q1584976,2021-10-13,
Speaker of the Supreme Council,Omurbek Tekebayev,Q297568,2005-03-27,2006-02-27
Speaker of the Supreme Council,Marat Sultanov,Q11340957,2006-03-02,2007-10-22
Speaker of the Supreme Council,Adakhan Madumarov,Q346446,2007-12-24,2008-05-29
Speaker of the Supreme Council,Aytibay Tagaev,Q25583601,2008-05-29,2009-12-17
Speaker of the Supreme Council,Z. K. Kurmanov,Q4248578,2009-12-24,2010-06-06
Speaker of the Supreme Council,Akhmatbek Keldibekov,Q4700766,2010-12-17,2011-12-14
Speaker of the Supreme Council,Asylbek Jêênbekov,Q4182022,2011-12-21,2016-04-13
Speaker of the Supreme Council,Chynybai Tursunbekov,Q21144397,2016-04-27,2017-10-25
